"Titulo","Ano","Genero"
"The Old Ways",2020,"Horror"
"The Old Ways",2020,"Thriller"
"The River Runner",2021,"Documentary"
"The Water Man",2021,"Adventure"
"The Water Man",2021,"Drama"
"The Water Man",2021,"Family"
"The Water Man",2021,"Fantasy"
"The Water Man",2021,"Mystery"
"The Water Man",2021,"Thriller"
"Count Me In",2021,"Documentary"
"Count Me In",2021,"Music"
"Untold: Caitlyn Jenner",2021,"Documentary"
"Untold: Caitlyn Jenner",2021,"Sport"
"Boomika",2021,"Horror"
"The Witcher: Nightmare of the Wolf",2021,"Animation"
"The Witcher: Nightmare of the Wolf",2021,"Action"
"The Witcher: Nightmare of the Wolf",2021,"Adventure"
"The Witcher: Nightmare of the Wolf",2021,"Drama"
"The Witcher: Nightmare of the Wolf",2021,"Fantasy"
"The Witcher: Nightmare of the Wolf",2021,"Mystery"
"Gunshot",2018,"Crime"
"Gunshot",2018,"Drama"
"Gunshot",2018,"Mystery"
"Gunshot",2018,"Thriller"
"Man in Love",2021,"Drama"
"Man in Love",2021,"Romance"
"Sweet Girl",2021,"Action"
"Sweet Girl",2021,"Drama"
"Sweet Girl",2021,"Thriller"
"The Loud House Movie",2021,"Animation"
"The Loud House Movie",2021,"Adventure"
"The Loud House Movie",2021,"Comedy"
"The Loud House Movie",2021,"Family"
"The Loud House Movie",2021,"Musical"
"A Faraway Land",2020,"Drama"
"Black Island",2021,"Drama"
"Black Island",2021,"Mystery"
"Black Island",2021,"Thriller"
"Bombay",1995,"Drama"
"Bombay",1995,"Romance"
"Memories of a Murderer: The Nilsen Tapes",2021,"Documentary"
"Memories of a Murderer: The Nilsen Tapes",2021,"Biography"
"Memories of a Murderer: The Nilsen Tapes",2021,"Crime"
"Memories of a Murderer: The Nilsen Tapes",2021,"Mystery"
"The Secret Diary of an Exchange Student",2021,"Comedy"
"The Secret Diary of an Exchange Student",2021,"Romance"
"Walk of Shame",2014,"Comedy"
"The Piano",1993,"Drama"
"The Piano",1993,"Music"
"The Piano",1993,"Romance"
"Unroyal",2020,"Comedy"
"Unroyal",2020,"Romance"
"Beckett",2021,"Action"
"Beckett",2021,"Crime"
"Beckett",2021,"Drama"
"Beckett",2021,"Thriller"
"Lokillo: Nothing's the Same",2021,"Comedy"
"Monster Hunter: Legends of the Guild",2021,"Animation"
"Monster Hunter: Legends of the Guild",2021,"Action"
"Monster Hunter: Legends of the Guild",2021,"Adventure"
"Monster Hunter: Legends of the Guild",2021,"Fantasy"
"Monster Hunter: Legends of the Guild",2021,"Sci-Fi"
"Brother Jekwu",2016,"Comedy"
"Misha and the Wolves",2021,"Documentary"
"Misha and the Wolves",2021,"Drama"
"The Kissing Booth 3",2021,"Comedy"
"The Kissing Booth 3",2021,"Romance"
"The Railway Man",2013,"Biography"
"The Railway Man",2013,"Drama"
"The Railway Man",2013,"Romance"
"The Railway Man",2013,"War"
"Untold: Malice at the Palace",2021,"Documentary"
"Untold: Malice at the Palace",2021,"Crime"
"Untold: Malice at the Palace",2021,"Sport"
"Quartet",2012,"Comedy"
"Quartet",2012,"Drama"
"Quartet",2012,"Music"
"Quartet",2012,"Romance"
"Slay",2021,"Comedy"
"The Paper Tigers",2021,"Action"
"The Paper Tigers",2021,"Comedy"
"Quam's Money",2020,"Comedy"
"Quam's Money",2020,"Crime"
"The Swarm",2021,"Drama"
"The Swarm",2021,"Fantasy"
"The Swarm",2021,"Horror"
"Vivo",2021,"Animation"
"Vivo",2021,"Adventure"
"Vivo",2021,"Comedy"
"Vivo",2021,"Family"
"Vivo",2021,"Musical"
"Chennai Express",2013,"Action"
"Chennai Express",2013,"Adventure"
"Chennai Express",2013,"Comedy"
"Chennai Express",2013,"Romance"
"City of God: 10 Years Later",2013,"Documentary"
"Lady Boss: The Jackie Collins Story",2021,"Documentary"
"'76",2016,"Drama"
"'76",2016,"Romance"
"Aftermath",2021,"Drama"
"Aftermath",2021,"Horror"
"Aftermath",2021,"Mystery"
"Aftermath",2021,"Thriller"
"American Masters: Inventing David Geffen",2012,"Documentary"
"American Masters: Inventing David Geffen",2012,"Biography"
"Heavy",1995,"Drama"
"Heavy",1995,"Romance"
"Ije: The Journey",2010,"Family"
"Pray Away",2021,"Documentary"
"Shiny_Flakes: The Teenage Drug Lord",2021,"Documentary"
"Shiny_Flakes: The Teenage Drug Lord",2021,"Biography"
"Shiny_Flakes: The Teenage Drug Lord",2021,"Crime"
"Beethoven",1992,"Comedy"
"Beethoven",1992,"Drama"
"Beethoven",1992,"Family"
"Beethoven's 2nd",1993,"Comedy"
"Beethoven's 2nd",1993,"Family"
"Beethoven's 2nd",1993,"Romance"
"Boyka: Undisputed",2016,"Action"
"Boyka: Undisputed",2016,"Drama"
"Boyka: Undisputed",2016,"Sport"
"Cloudy with a Chance of Meatballs",2009,"Animation"
"Cloudy with a Chance of Meatballs",2009,"Adventure"
"Cloudy with a Chance of Meatballs",2009,"Comedy"
"Cloudy with a Chance of Meatballs",2009,"Drama"
"Cloudy with a Chance of Meatballs",2009,"Family"
"Cloudy with a Chance of Meatballs",2009,"Fantasy"
"Cloudy with a Chance of Meatballs",2009,"Sci-Fi"
"Deep Blue Sea",1999,"Action"
"Deep Blue Sea",1999,"Adventure"
"Deep Blue Sea",1999,"Sci-Fi"
"Deep Blue Sea",1999,"Thriller"
"Ferris Bueller's Day Off",1986,"Comedy"
"Five Feet Apart",2019,"Drama"
"Five Feet Apart",2019,"Romance"
"Freedomland",2006,"Crime"
"Freedomland",2006,"Drama"
"Freedomland",2006,"Mystery"
"Freedomland",2006,"Thriller"
"Good Luck Chuck",2007,"Comedy"
"Good Luck Chuck",2007,"Romance"
"Inception",2010,"Action"
"Inception",2010,"Adventure"
"Inception",2010,"Sci-Fi"
"Inception",2010,"Thriller"
"Magnolia",1999,"Drama"
"Major Payne",1995,"Adventure"
"Major Payne",1995,"Comedy"
"Major Payne",1995,"Family"
"My Girl",1991,"Comedy"
"My Girl",1991,"Drama"
"My Girl",1991,"Family"
"My Girl",1991,"Romance"
"My Girl 2",1994,"Comedy"
"My Girl 2",1994,"Drama"
"My Girl 2",1994,"Family"
"My Girl 2",1994,"Romance"
"Pineapple Express",2008,"Action"
"Pineapple Express",2008,"Comedy"
"Pineapple Express",2008,"Crime"
"Planet 51",2009,"Animation"
"Planet 51",2009,"Adventure"
"Planet 51",2009,"Comedy"
"Planet 51",2009,"Family"
"Planet 51",2009,"Sci-Fi"
"Poms",2019,"Comedy"
"Poms",2019,"Drama"
"Poms",2019,"Sport"
"Space Cowboys",2000,"Action"
"Space Cowboys",2000,"Adventure"
"Space Cowboys",2000,"Thriller"
"Team America: World Police",2004,"Action"
"Team America: World Police",2004,"Comedy"
"The Edge of Seventeen",2016,"Comedy"
"The Edge of Seventeen",2016,"Drama"
"The Last Boy Scout",1991,"Action"
"The Last Boy Scout",1991,"Comedy"
"The Last Boy Scout",1991,"Crime"
"The Last Boy Scout",1991,"Thriller"
"The Lincoln Lawyer",2011,"Crime"
"The Lincoln Lawyer",2011,"Drama"
"The Lincoln Lawyer",2011,"Mystery"
"The Lincoln Lawyer",2011,"Thriller"
"The Losers",2010,"Action"
"The Losers",2010,"Adventure"
"The Losers",2010,"Crime"
"The Losers",2010,"Mystery"
"The Losers",2010,"Thriller"
"The Machinist",2004,"Drama"
"The Machinist",2004,"Thriller"
"The Net",1995,"Action"
"The Net",1995,"Crime"
"The Net",1995,"Drama"
"The Net",1995,"Mystery"
"The Net",1995,"Thriller"
"Valentine's Day",2010,"Comedy"
"Valentine's Day",2010,"Romance"
"The Lost Café",2018,"Drama"
"The Vault",2021,"Action"
"The Vault",2021,"Thriller"
"Eyes of a Thief",2014,"Drama"
"I'm Glad I Did",2020,"Documentary"
"Flower Girl",2013,"Comedy"
"Flower Girl",2013,"Romance"
"Chhota Bheem in African Safari",2015,"Animation"
"Sanitation Day",2020,"Thriller"
"2 Weeks in Lagos",2020,"Romance"
"Fear Street Part 3: 1666",2021,"Comedy"
"Fear Street Part 3: 1666",2021,"Horror"
"Fear Street Part 3: 1666",2021,"Talk-Show"
"Cheech & Chong's Still Smokin",1983,"Comedy"
"Cheech & Chong's Still Smokin",1983,"Music"
"Emicida: AmarElo - Live in São Paulo",2021,"Music"
"Lift Like a Girl",2021,"Documentary"
"The Unknown Saint",2019,"Comedy"
"The Unknown Saint",2019,"Crime"
"Private Network: Who Killed Manuel Buendía?",2021,"Documentary"
"Private Network: Who Killed Manuel Buendía?",2021,"Crime"
"Private Network: Who Killed Manuel Buendía?",2021,"Mystery"
"Bridgerton - The Afterparty",2021,"Talk-Show"
"Day of Destiny",2021,"Adventure"
"Day of Destiny",2021,"Drama"
"Day of Destiny",2021,"Sci-Fi"
"The Stand-Up",2019,"Adventure"
"The Stand-Up",2019,"Drama"
"The Stand-Up",2019,"Fantasy"
"The Stand-Up",2019,"Horror"
"The Stand-Up",2019,"Sci-Fi"
"The Stand-Up",2019,"Thriller"
"Lethal Love",2021,"Thriller"
"Ratchet and Clank",2016,"Comedy"
"Midnight Sun",2018,"Drama"
"Midnight Sun",2018,"Romance"
"Clash",2020,"Family"
"Therapy",2020,"Drama"
"Therapy",2020,"Family"
"Truckbhar Swapna",2018,"Drama"
"Charlie's Angels",2000,"Action"
"Charlie's Angels",2000,"Adventure"
"Charlie's Angels",2000,"Comedy"
"Charlie's Angels",2000,"Crime"
"Charlie's Angels",2000,"Thriller"
"Life as We Know It",2010,"Comedy"
"Life as We Know It",2010,"Drama"
"Life as We Know It",2010,"Romance"
"Mary Magdalene",2019,"Biography"
"Mary Magdalene",2019,"Drama"
"Ophelia",2018,"Drama"
"Ophelia",2018,"Romance"
"Ophelia",2018,"Thriller"
"Pet Sematary 2",1992,"Comedy"
"Red Joan",2019,"Biography"
"Red Joan",2019,"Drama"
"Red Joan",2019,"History"
"Red Joan",2019,"Romance"
"Star Trek",2009,"Action"
"Star Trek",2009,"Adventure"
"Star Trek",2009,"Sci-Fi"
"The Game",1997,"Action"
"The Game",1997,"Drama"
"The Game",1997,"Mystery"
"The Game",1997,"Thriller"
"Why Do Fools Fall in Love",1998,"Biography"
"Why Do Fools Fall in Love",1998,"Drama"
"Why Do Fools Fall in Love",1998,"Music"
"Working Title",2019,"Short"
"Working Title",2019,"Comedy"
"Deranged",2020,"Crime"
"Deranged",2020,"Drama"
"Deranged",2020,"Fantasy"
"Deranged",2020,"Horror"
"Deranged",2020,"Music"
"Deranged",2020,"Thriller"
"A Way Back Home",2020,"Short"
"A Way Back Home",2020,"Drama"
"Here Comes the Rain",2010,"Drama"
"Broken",2019,"Documentary"
"Osuofia in London II",2004,"Comedy"
"Osuofia in London II",2004,"Drama"
"#Selfie 69",2016,"Action"
"#Selfie 69",2016,"Comedy"
"#Selfie 69",2016,"Romance"
"Kambili: The Whole 30 Yards",2020,"Romance"
"Besieged Bread",2015,"Short"
"Besieged Bread",2015,"Drama"
"Besieged Bread",2015,"Fantasy"
"Besieged Bread",2015,"War"
"Lowriders",2016,"Adventure"
"Lowriders",2016,"Crime"
"Lowriders",2016,"Drama"
"The Reason I Jump",2021,"Documentary"
"The Reason I Jump",2021,"Drama"
"Bling Empire - The Afterparty",2021,"Talk-Show"
"Cobra Kai - The Afterparty",2021,"Talk-Show"
"To All the Boys: Always and Forever - The Afterparty",2021,"Talk-Show"
"Blind Intersections",2012,"Drama"
"Camellia Sisters",2021,"Drama"
"Until Midnight",2019,"Drama"
"Until Midnight",2019,"Thriller"
"Tragic Jungle",2021,"Drama"
"Tragic Jungle",2021,"Mystery"
"Kitty Love: An Homage to Cats",2021,"Documentary"
"Trippin' with the Kandasamys",2021,"Comedy"
"Trippin' with the Kandasamys",2021,"Romance"
"From Stress to Happiness",2020,"Documentary"
"Black Holes | The Edge of All We Know",2021,"Documentary"
"Gold Statue",2019,"Adventure"
"Gold Statue",2019,"Comedy"
"Gold Statue",2019,"Drama"
"The Meddler",2015,"Comedy"
"The Meddler",2015,"Drama"
"The Meddler",2015,"Romance"
"The Wedding Guest",2018,"Thriller"
"Soy Rada: Serendipity",2021,"Comedy"
"Strain",2020,"Drama"
678,2009,"News"
"Small Town Crime",2017,"Crime"
"Small Town Crime",2017,"Mystery"
"Small Town Crime",2017,"Thriller"
"Love or Money",2020,"Comedy"
"Love or Money",2020,"Drama"
"Love or Money",2020,"Romance"
"Jungle Beat: The Movie",2021,"Animation"
"Jungle Beat: The Movie",2021,"Adventure"
"Jungle Beat: The Movie",2021,"Comedy"
"Jungle Beat: The Movie",2021,"Family"
"Jungle Beat: The Movie",2021,"Fantasy"
"Jungle Beat: The Movie",2021,"Sci-Fi"
"In Our Mothers' Gardens",2020,"Documentary"
"Milestone",2021,"Drama"
"The Circle - The Afterparty",2021,"Talk-Show"
"Time to Dance",2020,"Musical"
"Time to Dance",2020,"Romance"
"JT LeRoy",2018,"Biography"
"JT LeRoy",2018,"Drama"
"The Disciple",2021,"Drama"
"The Disciple",2021,"Music"
"August: Osage County",2014,"Comedy"
"August: Osage County",2014,"Drama"
"One",2020,"Drama"
"One",2020,"Thriller"
"Shadow and Bone - The Afterparty",2021,"Talk-Show"
"Dedemin Fisi",2016,"Comedy"
"Dedemin Fisi",2016,"Family"
"Dügün Dernek 2: Sünnet",2015,"Comedy"
"Hayat Öpücügü",2015,"Comedy"
"Hayat Öpücügü",2015,"Drama"
"Hayat Öpücügü",2015,"Romance"
"Wild Dog",2020,"Action"
"Wild Dog",2020,"Adventure"
"Wild Dog",2020,"Crime"
"Wild Dog",2020,"Thriller"
"Tell Me When",2021,"Comedy"
"Uppena",2020,"Action"
"Uppena",2020,"Drama"
"Uppena",2020,"Romance"
"The Stand-In",2020,"Adventure"
"The Stand-In",2020,"Drama"
"The Stand-In",2020,"Fantasy"
"The Stand-In",2020,"Horror"
"The Stand-In",2020,"Sci-Fi"
"The Stand-In",2020,"Thriller"
"Night in Paradise",2021,"Action"
"Night in Paradise",2021,"Crime"
"Night in Paradise",2021,"Drama"
"Night in Paradise",2021,"Thriller"
"Ojukokoro: Greed",2016,"Comedy"
"Ojukokoro: Greed",2016,"Crime"
"Ojukokoro: Greed",2016,"Thriller"
"Two Distant Strangers",2021,"Short"
"Two Distant Strangers",2021,"Drama"
"Two Distant Strangers",2021,"Sci-Fi"
"Escape from Planet Earth",2013,"Animation"
"Escape from Planet Earth",2013,"Adventure"
"Escape from Planet Earth",2013,"Comedy"
"Escape from Planet Earth",2013,"Family"
"Escape from Planet Earth",2013,"Sci-Fi"
"Concrete Cowboy",2021,"Drama"
"Madam Chief Minister",2020,"Drama"
"The Knight and the Princess",2019,"Animation"
"The Knight and the Princess",2019,"Adventure"
"The Knight and the Princess",2019,"Comedy"
"The Knight and the Princess",2019,"Family"
"The Knight and the Princess",2019,"Fantasy"
"The Knight and the Princess",2019,"History"
"The Knight and the Princess",2019,"Musical"
"Marked",2021,"Short"
"Marked",2021,"Drama"
"Bad Trip",2021,"Comedy"
"Keeping the Bees",2020,"Drama"
"Skylines",2020,"Action"
"Skylines",2020,"Adventure"
"Skylines",2020,"Sci-Fi"
"Operation Varsity Blues: The College Admissions Scandal",2021,"Documentary"
"Operation Varsity Blues: The College Admissions Scandal",2021,"Crime"
"Operation Varsity Blues: The College Admissions Scandal",2021,"Drama"
"C/O Kaadhal",2021,"Drama"
"Çarsi Pazar",2015,"Comedy"
"Coven of Sisters",2021,"Drama"
"Coven of Sisters",2021,"History"
"Dogwashers",2021,"Comedy"
"Dogwashers",2021,"Crime"
"Dogwashers",2021,"Drama"
"Connected",2021,"Crime"
"Connected",2021,"Drama"
"Bigfoot Family",2021,"Animation"
"Bigfoot Family",2021,"Adventure"
"Bigfoot Family",2021,"Family"
"Fate: The Winx Saga - The Afterparty",2021,"Comedy"
"Fate: The Winx Saga - The Afterparty",2021,"Fantasy"
"Fate: The Winx Saga - The Afterparty",2021,"Reality-TV"
"Fate: The Winx Saga - The Afterparty",2021,"Talk-Show"
"Eeb Allay Ooo!",2019,"Comedy"
"Eeb Allay Ooo!",2019,"Drama"
"Namaste Wahala",2021,"Drama"
"Namaste Wahala",2021,"Romance"
"Xico's Journey",2021,"Animation"
"Xico's Journey",2021,"Family"
"Xico's Journey",2021,"Fantasy"
"Layla Majnun",2020,"Drama"
"Layla Majnun",2020,"Romance"
"Our Lady of San Juan, Four Centuries of Miracles",2020,"Drama"
"Our Lady of San Juan, Four Centuries of Miracles",2020,"History"
"Rocks",2019,"Drama"
"Zathura",2005,"Action"
"Zathura",2005,"Adventure"
"Zathura",2005,"Family"
"Hire a Woman",2019,"Comedy"
"Hire a Woman",2019,"Romance"
"The Shadow of Violence",2020,"Short"
"The Shadow of Violence",2020,"Crime"
"The Shadow of Violence",2020,"Thriller"
"Radium Girls",2018,"Drama"
"Radium Girls",2018,"History"
"Double Dad",2020,"Comedy"
"Double Dad",2020,"Drama"
"Double Dad",2020,"Family"
"Penguins of Madagascar: The Movie",2014,"Animation"
"Penguins of Madagascar: The Movie",2014,"Adventure"
"Penguins of Madagascar: The Movie",2014,"Comedy"
"Penguins of Madagascar: The Movie",2014,"Family"
"Penguins of Madagascar: The Movie",2014,"Sci-Fi"
"Tribhanga - Tedhi Medhi Crazy",2021,"Drama"
"Tribhanga - Tedhi Medhi Crazy",2021,"Family"
"The Heartbreak Club",2020,"Comedy"
"The Heartbreak Club",2020,"Drama"
"The Heartbreak Club",2020,"Romance"
"Leap!",2016,"Animation"
"Leap!",2016,"Adventure"
"Leap!",2016,"Comedy"
"Leap!",2016,"Family"
"Leap!",2016,"Music"
"Tony Parker: The Final Shot",2020,"Documentary"
"Tony Parker: The Final Shot",2020,"Biography"
"Tony Parker: The Final Shot",2020,"Sport"
"Bad Grandpa .5",2014,"Comedy"
"Eddie Murphy: Raw",1987,"Documentary"
"Eddie Murphy: Raw",1987,"Comedy"
"Into the Wild",2007,"Adventure"
"Into the Wild",2007,"Biography"
"Into the Wild",2007,"Drama"
"Alaska Is a Drag",2017,"Drama"
"Too Handsome to Handle",2019,"Comedy"
"Too Handsome to Handle",2019,"Drama"
"The Magic School Bus Rides Again In the Zone",2020,"Animation"
"The Magic School Bus Rides Again In the Zone",2020,"Adventure"
"The Magic School Bus Rides Again In the Zone",2020,"Family"
"The Magic School Bus Rides Again In the Zone",2020,"Fantasy"
"Isa Pa with Feelings",2019,"Comedy"
"Isa Pa with Feelings",2019,"Romance"
"Cemara's Family",2018,"Drama"
"Cemara's Family",2018,"Family"
"Eggnoid: Love & Time Portal",2019,"Drama"
"Eggnoid: Love & Time Portal",2019,"Fantasy"
"Eggnoid: Love & Time Portal",2019,"Romance"
"Eggnoid: Love & Time Portal",2019,"Sci-Fi"
"Lee Daniels' The Butler",2013,"Biography"
"Lee Daniels' The Butler",2013,"Drama"
"She's the One",2013,"Drama"
"She's the One",2013,"Romance"
"Rust Creek",2018,"Crime"
"Rust Creek",2018,"Drama"
"Rust Creek",2018,"Thriller"
"Larry the Cable Guy: Remain Seated",2020,"Comedy"
"Dolly Parton’s Christmas on the Square",2020,"Comedy"
"Dolly Parton’s Christmas on the Square",2020,"Family"
"Dolly Parton’s Christmas on the Square",2020,"Musical"
"40 Sticks",2019,"Thriller"
"Bodyguard",2011,"Action"
"Bodyguard",2011,"Comedy"
"Bodyguard",2011,"Drama"
"Bodyguard",2011,"Romance"
"Killer Cove",2019,"Thriller"
"The Beginning of Life 2: Outside",2020,"Documentary"
"A Christmas Catch",2018,"Comedy"
"A Christmas Catch",2018,"Crime"
"A Christmas Catch",2018,"Romance"
"Elliot the Littlest Reindeer",2018,"Animation"
"Elliot the Littlest Reindeer",2018,"Family"
"The 12th Man",2018,"Drama"
"The 12th Man",2018,"History"
"The 12th Man",2018,"Thriller"
"The 12th Man",2018,"War"
"Hidden in Plain Sight",2019,"Thriller"
"I Am Woman",2019,"Biography"
"I Am Woman",2019,"Drama"
"I Am Woman",2019,"Music"
"I Am Woman",2019,"Romance"
"Shattered Memories",2018,"Crime"
"Shattered Memories",2018,"Drama"
"Shattered Memories",2018,"Mystery"
"Shattered Memories",2018,"Thriller"
"Fisherman's Friends",2019,"Comedy"
"Fisherman's Friends",2019,"Drama"
"Fisherman's Friends",2019,"Music"
"The Hummingbird Project",2018,"Drama"
"The Hummingbird Project",2018,"Thriller"
"Yes, God, Yes",2020,"Comedy"
"Yes, God, Yes",2020,"Drama"
"Brave Blue World: Racing to Solve Our Water Crisis",2020,"Documentary"
"The Magic School Bus Rides Again The Frizz Connection",2020,"Animation"
"The Magic School Bus Rides Again The Frizz Connection",2020,"Adventure"
"The Magic School Bus Rides Again The Frizz Connection",2020,"Family"
"The Magic School Bus Rides Again The Frizz Connection",2020,"Fantasy"
"Beirut Oh Beirut",1975,"Drama"
"West Beirut",1999,"Comedy"
"West Beirut",1999,"Drama"
"West Beirut",1999,"Romance"
"West Beirut",1999,"War"
"Unfriended",2014,"Horror"
"Unfriended",2014,"Mystery"
"Unfriended",2014,"Thriller"
"Octonauts & the Great Barrier Reef",2020,"Animation"
"Octonauts & the Great Barrier Reef",2020,"Action"
"Octonauts & the Great Barrier Reef",2020,"Adventure"
"Octonauts & the Great Barrier Reef",2020,"Comedy"
"Octonauts & the Great Barrier Reef",2020,"Family"
"Octonauts & the Great Barrier Reef",2020,"Musical"
"An Ordinary Man",2017,"Drama"
"An Ordinary Man",2017,"Thriller"
"An Ordinary Man",2017,"War"
"Carlos Almaraz: Playing with Fire",2019,"Documentary"
"Cold Harbour",2013,"Action"
"Cold Harbour",2013,"Crime"
"Cold Harbour",2013,"Thriller"
"Human Nature",2019,"Documentary"
"The Outpost",2020,"Action"
"The Outpost",2020,"Drama"
"The Outpost",2020,"History"
"The Outpost",2020,"War"
"Bully",2012,"Documentary"
"Amandla! A Revolution in Four Part Harmony",2002,"Documentary"
"Amandla! A Revolution in Four Part Harmony",2002,"History"
"Amandla! A Revolution in Four Part Harmony",2002,"Music"
"Ankhon Dekhi",2013,"Comedy"
"Ankhon Dekhi",2013,"Drama"
"Ishqiya",2009,"Comedy"
"Ishqiya",2009,"Drama"
"Ishqiya",2009,"Romance"
"Ishqiya",2009,"Thriller"
"A Love Song for Latasha",2020,"Documentary"
"A Love Song for Latasha",2020,"Short"
"A Love Song for Latasha",2020,"Biography"
"A Love Song for Latasha",2020,"Drama"
"The Blue Elephant 2",2019,"Crime"
"The Blue Elephant 2",2019,"Drama"
"The Blue Elephant 2",2019,"Horror"
"The Blue Elephant 2",2019,"Mystery"
"The Blue Elephant 2",2019,"Thriller"
"Black",2015,"Action"
"Black",2015,"Crime"
"Black",2015,"Drama"
"Black",2015,"Romance"
"The Take",2016,"Action"
"The Take",2016,"Crime"
"The Take",2016,"Drama"
"The Take",2016,"Thriller"
"Pets United",2020,"Animation"
"Pets United",2020,"Adventure"
"Pets United",2020,"Comedy"
"Dhh",2017,"Drama"
"Dhh",2017,"Family"
"Night of Knots",2018,"Comedy"
"Satria Heroes: Revenge of the Darkness",2017,"Action"
"Satria Heroes: Revenge of the Darkness",2017,"Adventure"
"Satria Heroes: Revenge of the Darkness",2017,"Drama"
"Satria Heroes: Revenge of the Darkness",2017,"Fantasy"
"Satria Heroes: Revenge of the Darkness",2017,"Sci-Fi"
"Cargo",2020,"Drama"
"Cargo",2020,"Fantasy"
"Cargo",2020,"Sci-Fi"
"Kandasamys: The Wedding",2019,"Comedy"
"The Lost Okoroshi",2019,"Action"
"The Lost Okoroshi",2019,"Adventure"
"The Lost Okoroshi",2019,"Drama"
"Ave Maryam",2018,"Drama"
"Ave Maryam",2018,"Romance"
"Always Be My Maybe",2016,"Romance"
"Barbie Princess Adventure",2020,"Animation"
"Barbie Princess Adventure",2020,"Family"
"Barbie Princess Adventure",2020,"Musical"
"Lingua Franca",2019,"Drama"
"Septembers of Shiraz",2016,"Thriller"
"Meet the In-Laws",2017,"Reality-TV"
"Seventh Son",2014,"Action"
"Seventh Son",2014,"Adventure"
"Seventh Son",2014,"Fantasy"
"Fearless",2020,"Animation"
"Fearless",2020,"Comedy"
"Fearless",2020,"Family"
"Fearless",2020,"Sci-Fi"
"Diamonds in the Sky",2018,"Drama"
"We Summon the Darkness",2020,"Horror"
"We Summon the Darkness",2020,"Music"
"We Summon the Darkness",2020,"Thriller"
"Berlin, Berlin: Lolle on the Run",2020,"Comedy"
"Berlin, Berlin: Lolle on the Run",2020,"Drama"
"Berlin, Berlin: Lolle on the Run",2020,"Romance"
"The Magic School Bus Rides Again Kids In Space",2020,"Animation"
"The Magic School Bus Rides Again Kids In Space",2020,"Adventure"
"The Magic School Bus Rides Again Kids In Space",2020,"Family"
"The Magic School Bus Rides Again Kids In Space",2020,"Fantasy"
"Almost Love",2020,"Comedy"
"Almost Love",2020,"Drama"
"Almost Love",2020,"Romance"
"Rogue Warfare: The Hunt",2020,"Action"
"Retablo",2017,"Drama"
"Tread",2019,"Documentary"
"Banana Split",2020,"Short"
"Banana Split",2020,"Comedy"
"The Remix: Hip Hop X Fashion",2019,"Documentary"
"The Remix: Hip Hop X Fashion",2019,"Music"
"Funan",2018,"Animation"
"Funan",2018,"Drama"
"Funan",2018,"History"
"Funan",2018,"War"
"Cold Feet",2019,"Comedy"
"Cold Feet",2019,"Horror"
"The Players",2020,"Comedy"
"Hole in the Wall",2016,"Short"
"Hole in the Wall",2016,"Drama"
"Dr. Seuss' The Lorax",2012,"Animation"
"Dr. Seuss' The Lorax",2012,"Adventure"
"Dr. Seuss' The Lorax",2012,"Comedy"
"Dr. Seuss' The Lorax",2012,"Drama"
"Dr. Seuss' The Lorax",2012,"Family"
"Dr. Seuss' The Lorax",2012,"Fantasy"
"Dr. Seuss' The Lorax",2012,"Musical"
"Oh My God",2012,"Short"
"Oh My God",2012,"Comedy"
"Only",2019,"Drama"
"Only",2019,"Romance"
"Only",2019,"Sci-Fi"
"Queen",2014,"Adventure"
"Queen",2014,"Comedy"
"Queen",2014,"Drama"
"The F**k-It List",2019,"Comedy"
"Ride Like a Girl",2020,"Biography"
"Ride Like a Girl",2020,"Drama"
"Ride Like a Girl",2020,"Sport"
"The Royal Hibiscus Hotel",2017,"Comedy"
"The Royal Hibiscus Hotel",2017,"Romance"
"Chaman Bahaar",2020,"Comedy"
"Chaman Bahaar",2020,"Drama"
"Destiny",1997,"Comedy"
"Destiny",1997,"Drama"
"Destiny",1997,"History"
"Destiny",1997,"Musical"
"Destiny",1997,"Romance"
"Alexandria: Again and Forever",1989,"Drama"
"One Take",2020,"Documentary"
"One Take",2020,"Music"
"Saladin",1963,"Action"
"Saladin",1963,"Adventure"
"Saladin",1963,"Drama"
"Saladin",1963,"History"
"Saladin",1963,"Romance"
"Saladin",1963,"War"
"Stray Bullet",2010,"Drama"
"Riding Faith",2020,"Family"
"The Show Must Go On: The Queen + Adam Lambert Story",2019,"Documentary"
"Asura Guru",2020,"Action"
"Asura Guru",2020,"Crime"
"Asura Guru",2020,"Thriller"
"Axone",2020,"Comedy"
"Axone",2020,"Drama"
"From A to B",2014,"Adventure"
"From A to B",2014,"Comedy"
"From A to B",2014,"Drama"
"The Witch: Part 1 - The Subversion",2018,"Action"
"The Witch: Part 1 - The Subversion",2018,"Mystery"
"The Light of My Eyes",2010,"Drama"
"The Light of My Eyes",2010,"Romance"
"Let's Dance",2006,"Family"
"Let's Dance",2006,"Game-Show"
"Let's Dance",2006,"Music"
"Let's Dance",2006,"Musical"
"Let's Dance",2006,"Reality-TV"
"My Horrible Grandma",2012,"Comedy"
"My Horrible Grandma",2012,"Drama"
"The Stolen",2016,"Action"
"The Stolen",2016,"Adventure"
"The Stolen",2016,"Drama"
"The Stolen",2016,"Thriller"
"The Stolen",2016,"Western"
"High Strung Free Dance",2019,"Music"
"High Strung Free Dance",2019,"Romance"
"Grandmother's Farm",2014,"Comedy"
